    342 многий	    ^многий/*многий$ 
      1 кавер-версия	      ^кавер/*кавер$^-/-<guio>$^версия/версия<n><f><nn><sg><nom>$ 
      1 кавер	      ^кавер/*кавер$ 
      1 кавахский	      ^кавахский/*кавахский$ 
      1 Кабачек	      ^Кабачек/*Кабачек$ 
      1 Кабардино-балкария	      ^Кабардино-балкария/*Кабардино-балкария$ 
      1 Йохан	      ^Йохан/*Йохан$ 
      1 Йотас	      ^Йотас/*Йотас$ 
      1 Йорис	      ^Йорис/*Йорис$ 
      1 йогический	      ^йогический/*йогический$ 
      1 Йенс	      ^Йенс/*Йенс$ 
      1 йеллоустонский	      ^йеллоустонский/*йеллоустонский$ 
      1 ИЭ	      ^ИЭ/*ИЭ$ 
      1 и-ы	      ^и/и<adv>/и<cnjcoo>/и²<n><nt><nn><pl><acc>/и²<n><nt><nn><pl><dat>/и²<n><nt><nn><pl><gen>/и²<n><nt><nn><pl><ins>/и²<n><nt><nn><pl><nom>/и²<n><nt><nn><pl><prp>/и²<n><nt><nn><sg><acc>/и²<n><nt><nn><sg><dat>/и²<n><nt><nn><sg><gen>/и²<n><nt><nn><sg><ins>/и²<n><nt><nn><sg><nom>/и²<n><nt><nn><sg><prp>/и¹<ij>$^-/-<guio>$^ы/ы<n><nt><nn><pl><acc>/ы<n><nt><nn><pl><dat>/ы<n><nt><nn><pl><gen>/ы<n><nt><nn><pl><ins>/ы<n><nt><nn><pl><nom>/ы<n><nt><nn><pl><prp>/ы<n><nt><nn><sg><acc>/ы<n><nt><nn><sg><dat>/ы<n><nt><nn><sg><gen>/ы<n><nt><nn><sg><ins>/ы<n><nt><nn><sg><nom>/ы<n><nt><nn><sg><prp>$ 
      1 Ишуткин	      ^Ишуткин/*Ишуткин$ 
      1 Ицхак	      ^Ицхак/*Ицхак$ 
      1 ИТФ	      ^ИТФ/*ИТФ$ 
      1 ИТС-Брокер	      ^ИТС/*ИТС$^-/-<guio>$^Брокер/брокер<n><m><aa><sg><nom>$ 
      1 итпм	      ^итпм/*итпм$ 
      1 итмп	      ^итмп/*итмп$ 
      1 ИТАР-ТАСС	      ^ИТАР/*ИТАР$-^ТАСС/*ТАСС$ 
      1 итар-тасс	      ^итар/*итар$-^тасс/*тасс$ 
      1 итальяни	      ^итальяни/*итальяни$ 
      1 исхватать	      ^исхватать/*исхватать$ 
      1 Исурьета	      ^Исурьета/*Исурьета$ 
      1 истэблишмент	      ^истэблишмент/*истэблишмент$ 
      1 истринский	      ^истринский/*истринский$ 
      1 истребитель-бомбардировщик	      ^истребитель/истребитель<n><m><aa><sg><nom>/истребитель<n><m><nn><sg><acc>/истребитель<n><m><nn><sg><nom>$^-/-<guio>$^бомбардировщик/бомбардировщик<n><m><nn><sg><acc>/бомбардировщик<n><m><nn><sg><nom>$ 
      1 истребимый	      ^истребимый/*истребимый$ 
      1 Иствуд	      ^Иствуд/*Иствуд$ 
      1 иствикские	      ^иствикские/*иствикские$ 
      1 иссиня-серебристый	      ^и/и<adv>/и<cnjcoo>/и²<n><nt><nn><pl><acc>/и²<n><nt><nn><pl><dat>/и²<n><nt><nn><pl><gen>/и²<n><nt><nn><pl><ins>/и²<n><nt><nn><pl><nom>/и²<n><nt><nn><pl><prp>/и²<n><nt><nn><sg><acc>/и²<n><nt><nn><sg><dat>/и²<n><nt><nn><sg><gen>/и²<n><nt><nn><sg><ins>/и²<n><nt><nn><sg><nom>/и²<n><nt><nn><sg><prp>/и¹<ij>$^ссиня/*ссиня$-^серебристый/серебристый<adj><m><an><sg><nom>/серебристый<adj><m><nn><sg><acc>$ 
      1 иссиня-белый	      ^и/и<adv>/и<cnjcoo>/и²<n><nt><nn><pl><acc>/и²<n><nt><nn><pl><dat>/и²<n><nt><nn><pl><gen>/и²<n><nt><nn><pl><ins>/и²<n><nt><nn><pl><nom>/и²<n><nt><nn><pl><prp>/и²<n><nt><nn><sg><acc>/и²<n><nt><nn><sg><dat>/и²<n><nt><nn><sg><gen>/и²<n><nt><nn><sg><ins>/и²<n><nt><nn><sg><nom>/и²<n><nt><nn><sg><prp>/и¹<ij>$^ссиня/*ссиня$^-/-<guio>$^белый/белый<adj><m><an><sg><nom>/белый<adj><m><nn><sg><acc>/белый<n><m><aa><sg><nom>$ 
      1 ИСС	      ^ИСС/*ИСС$ 
      1 Испкз	      ^Испкз/*Испкз$ 
      1 ИСО	      ^ИСО/*ИСО$ 
      1 искуплять	      ^искуплять/*искуплять$ 
      1 Искандер	      ^Искандер/*Искандер$ 
      1 ИСИ	      ^ИСИ/*ИСИ$ 
      1 исетский	      ^исетский/*исетский$ 
      1 ирян	      ^ирян/*ирян$ 
      1 ирэру	      ^ирэру/*ирэру$ 
      1 Ирэк	      ^Ирэк/*Ирэк$ 
      1 иру	      ^иру/*иру$ 
      1 Ирочка	      ^Ирочка/*Ирочка$ 
      1 Иркутскэнерго	      ^Иркутскэнерго/*Иркутскэнерго$ 
      1 Ириарт	      ^Ириарт/*Ириарт$ 
      1 Иржи	      ^Иржи/*Иржи$ 
      1 ираноязычный	      ^ираноязычный/*ираноязычный$ 
      1 Ираклис	      ^Ираклис/*Ираклис$ 
      1 ипотешть-кындештский	      ^ипотешть/*ипотешть$-^кындештский/*кындештский$ 
      1 Иохая	      ^Иохая/*Иохая$ 
      1 иордан	      ^иордан/*иордан$ 
      1 Ионцев	      ^Ионцев/*Ионцев$ 
      1 Ионко	      ^Ионко/*Ионко$ 
      1 Ионасовна	      ^Ионасовна/*Ионасовна$ 
      1 информ	      ^информ/*информ$ 
      1 интуиционизм	      ^интуиционизм/*интуиционизм$ 
      1 интроверсия	      ^интроверсия/*интроверсия$ 
      1 интерферометрический	      ^интерферометрический/*интерферометрический$ 
      1 Интерфакс-АФИ	      ^Интерфакс/Интерфакс<np><al><m><nn><sg><acc>/Интерфакс<np><al><m><nn><sg><nom>$^-/-<guio>$^АФИ/*АФИ$ 
      1 Интертото	      ^Интертото/*Интертото$ 
      1 Интеррос	      ^Интеррос/*Интеррос$ 
      1 интернэшнл	      ^интернэшнл/*интернэшнл$ 
      1 Интерньюс	      ^Интерньюс/*Интерньюс$ 
      1 интернешнл	      ^интернешнл/*интернешнл$ 
      1 интернет-форум	      ^интернет/*интернет$^-/-<guio>$^форум/форум<n><m><nn><sg><acc>/форум<n><m><nn><sg><nom>$ 
      1 интернет-услуга	      ^интернет/*интернет$^-/-<guio>$^услуга/услуга<n><f><nn><sg><nom>$ 
      1 интернет-тренинг	      ^интернет/*интернет$-^тренинг/тренинг<n><m><nn><sg><acc>/тренинг<n><m><nn><sg><nom>$ 
      1 интернет-страница	      ^интернет/*интернет$-^страница/страница<n><f><nn><sg><nom>$ 
      1 интернет-сообщество	      ^интернет/*интернет$-^сообщество/сообщество<n><nt><nn><sg><acc>/сообщество<n><nt><nn><sg><nom>$ 
      1 интернет-СМИ	      ^интернет/*интернет$-^СМИ/*СМИ$ 
      1 интернет-ресурс	      ^интернет/*интернет$^-/-<guio>$^ресурс/ресурс<n><m><nn><sg><acc>/ресурс<n><m><nn><sg><nom>$ 
      1 интернет-рассылка	      ^интернет/*интернет$^-/-<guio>$^рассылка/рассылка²<n><m><aa><sg><nom>/рассылка¹<n><f><nn><sg><nom>$ 
      1 интернет-публикатор	      ^интернет/*интернет$^-/-<guio>$^публикатор/публикатор<n><m><aa><sg><nom>$ 
      1 интернет-премия	      ^интернет/*интернет$^-/-<guio>$^премия/премия<n><f><nn><sg><nom>$ 
      1 интернет-олигарх	      ^интернет/*интернет$^-/-<guio>$^олигарх/олигарх<n><m><aa><sg><nom>$ 
      1 интернет-обладатель	      ^интернет/*интернет$^-/-<guio>$^обладатель/обладатель<n><m><aa><sg><nom>$ 
      1 интернет-обзор	      ^интернет/*интернет$^-/-<guio>$^обзор/обзор<n><m><nn><sg><acc>/обзор<n><m><nn><sg><nom>$ 
      1 интернетный	      ^интернетный/*интернетный$ 
      1 Интернет-конференция	      ^Интернет/Интернет<np><al><m><nn><sg><acc>/Интернет<np><al><m><nn><sg><nom>$-^конференция/конференция<n><f><nn><sg><nom>$ 
      1 интернет-конференция	      ^интернет/*интернет$-^конференция/конференция<n><f><nn><sg><nom>$ 
      1 интернетизация	      ^интернетизация/*интернетизация$ 
      1 интернейшнл	      ^интернейшнл/*интернейшнл$ 
